AKT1 CCNA1 CTNNB1 E2F1 GRB2 MAPK1 MAPK14 MAPK8 MDM2 PDK1 SMAD7 SRC TSC1 up down total
pert_203491 down nochange down nochange nochange down down down nochange down up down nochange 1 7 8
pert_203499 down nochange down nochange nochange down down down nochange nochange down down down 0 8 8
pert_203501 down nochange down nochange nochange down down down nochange nochange down down up 1 7 8
pert_203517 down nochange down nochange nochange down down down nochange nochange up down down 1 7 8
pert_203527 down nochange down nochange nochange down down down nochange up down down nochange 1 7 8
pert_203535 down nochange down nochange nochange down down down nochange up nochange down down 1 7 8
pert_203537 down nochange down nochange nochange down down down nochange up nochange down up 2 6 8
pert_203545 down nochange down nochange nochange down down down nochange up up down nochange 2 6 8
pert_203563 down nochange down nochange nochange down down down up down nochange down nochange 1 7 8
pert_203581 down nochange down nochange nochange down down down up nochange down down nochange 1 7 8
pert_203617 down nochange down nochange nochange down down down up up nochange down nochange 2 6 8
pert_203635 down nochange down nochange nochange down down nochange down down down down nochange 0 8 8
pert_203643 down nochange down nochange nochange down down nochange down down nochange down down 0 8 8
pert_203661 down nochange down nochange nochange down down nochange down nochange down down down 0 8 8
pert_203689 down nochange down nochange nochange down down nochange down up down down nochange 1 7 8
pert_203697 down nochange down nochange nochange down down nochange down up nochange down down 1 7 8
pert_203707 down nochange down nochange nochange down down nochange down up up down nochange 2 6 8
pert_203715 down nochange down nochange nochange down down nochange nochange down down down down 0 8 8
pert_203769 down nochange down nochange nochange down down nochange nochange up down down down 1 7 8
pert_203797 down nochange down nochange nochange down down nochange up down down down nochange 1 7 8
pert_203851 down nochange down nochange nochange down down nochange up up down down nochange 2 6 8
pert_204121 down nochange down nochange nochange down nochange down down down down down nochange 0 8 8
pert_204129 down nochange down nochange nochange down nochange down down down nochange down down 0 8 8
pert_204139 down nochange down nochange nochange down nochange down down down up down nochange 1 7 8
pert_204147 down nochange down nochange nochange down nochange down down nochange down down down 0 8 8
pert_204165 down nochange down nochange nochange down nochange down down nochange up down down 1 7 8
pert_204175 down nochange down nochange nochange down nochange down down up down down nochange 1 7 8
pert_204183 down nochange down nochange nochange down nochange down down up nochange down down 1 7 8
pert_204193 down nochange down nochange nochange down nochange down down up up down nochange 2 6 8
pert_204201 down nochange down nochange nochange down nochange down nochange down down down down 0 8 8
pert_204219 down nochange down nochange nochange down nochange down nochange down up down down 1 7 8
pert_204255 down nochange down nochange nochange down nochange down nochange up down down down 1 7 8
pert_204273 down nochange down nochange nochange down nochange down nochange up up down down 2 6 8
pert_204301 down nochange down nochange nochange down nochange down up down up down nochange 2 6 8
pert_204355 down nochange down nochange nochange down nochange down up up up down nochange 3 5 8
pert_204363 down nochange down nochange nochange down nochange nochange down down down down down 0 8 8
pert_204381 down nochange down nochange nochange down nochange nochange down down up down down 1 7 8
pert_204417 down nochange down nochange nochange down nochange nochange down up down down down 1 7 8
pert_204435 down nochange down nochange nochange down nochange nochange down up up down down 2 6 8
pert_205579 down nochange down nochange nochange nochange down down down down down down nochange 0 8 8
pert_205589 down nochange down nochange nochange nochange down down down down nochange down up 1 7 8
pert_205607 down nochange down nochange nochange nochange down down down nochange down down up 1 7 8
pert_205625 down nochange down nochange nochange nochange down down down nochange up down up 2 6 8
pert_205633 down nochange down nochange nochange nochange down down down up down down nochange 1 7 8
pert_205643 down nochange down nochange nochange nochange down down down up nochange down up 2 6 8
pert_205661 down nochange down nochange nochange nochange down down nochange down down down up 1 7 8
pert_205679 down nochange down nochange nochange nochange down down nochange down up down up 2 6 8
pert_205715 down nochange down nochange nochange nochange down down nochange up down down up 2 6 8
pert_205733 down nochange down nochange nochange nochange down down nochange up up down up 3 5 8
pert_205741 down nochange down nochange nochange nochange down down up down down down nochange 1 7 8
pert_205751 down nochange down nochange nochange nochange down down up down nochange down up 2 6 8
pert_205769 down nochange down nochange nochange nochange down down up nochange down down up 2 6 8
pert_205787 down nochange down nochange nochange nochange down down up nochange up down up 3 5 8
pert_205795 down nochange down nochange nochange nochange down down up up down down nochange 2 6 8
pert_205805 down nochange down nochange nochange nochange down down up up nochange down up 3 5 8
pert_205821 down nochange down nochange nochange nochange down nochange down down down down down 0 8 8
pert_205823 down nochange down nochange nochange nochange down nochange down down down down up 1 7 8
pert_205839 down nochange down nochange nochange nochange down nochange down down up down down 1 7 8
pert_205841 down nochange down nochange nochange nochange down nochange down down up down up 2 6 8
pert_205875 down nochange down nochange nochange nochange down nochange down up down down down 1 7 8
pert_205877 down nochange down nochange nochange nochange down nochange down up down down up 2 6 8
pert_205893 down nochange down nochange nochange nochange down nochange down up up down down 2 6 8
pert_205895 down nochange down nochange nochange nochange down nochange down up up down up 3 5 8
pert_205985 down nochange down nochange nochange nochange down nochange up down down down up 2 6 8
pert_206003 down nochange down nochange nochange nochange down nochange up down up down up 3 5 8
pert_206039 down nochange down nochange nochange nochange down nochange up up down down up 3 5 8
pert_206057 down nochange down nochange nochange nochange down nochange up up up down up 4 4 8
pert_206307 down nochange down nochange nochange nochange nochange down down down down down down 0 8 8
pert_206309 down nochange down nochange nochange nochange nochange down down down down down up 1 7 8
pert_206325 down nochange down nochange nochange nochange nochange down down down up down down 1 7 8
pert_206327 down nochange down nochange nochange nochange nochange down down down up down up 2 6 8
pert_206361 down nochange down nochange nochange nochange nochange down down up down down down 1 7 8
pert_206363 down nochange down nochange nochange nochange nochange down down up down down up 2 6 8
pert_206379 down nochange down nochange nochange nochange nochange down down up up down down 2 6 8
pert_206381 down nochange down nochange nochange nochange nochange down down up up down up 3 5 8
pert_206471 down nochange down nochange nochange nochange nochange down up down down down up 2 6 8
pert_206489 down nochange down nochange nochange nochange nochange down up down up down up 3 5 8
pert_206525 down nochange down nochange nochange nochange nochange down up up down down up 3 5 8
pert_206543 down nochange down nochange nochange nochange nochange down up up up down up 4 4 8
pert_236233 down nochange nochange down down down down down down nochange nochange down nochange 0 8 8
pert_236287 down nochange nochange down down down down down nochange down nochange down nochange 0 8 8
pert_236305 down nochange nochange down down down down down nochange nochange down down nochange 0 8 8
pert_236315 down nochange nochange down down down down down nochange nochange nochange down up 1 7 8
pert_236341 down nochange nochange down down down down down nochange up nochange down nochange 1 7 8
pert_236395 down nochange nochange down down down down down up nochange nochange down nochange 1 7 8
pert_236449 down nochange nochange down down down down nochange down down nochange down nochange 0 8 8
pert_236467 down nochange nochange down down down down nochange down nochange down down nochange 0 8 8
pert_236477 down nochange nochange down down down down nochange down nochange nochange down up 1 7 8
pert_236503 down nochange nochange down down down down nochange down up nochange down nochange 1 7 8
pert_236521 down nochange nochange down down down down nochange nochange down down down nochange 0 8 8
pert_236531 down nochange nochange down down down down nochange nochange down nochange down up 1 7 8
pert_236549 down nochange nochange down down down down nochange nochange nochange down down up 1 7 8
pert_236567 down nochange nochange down down down down nochange nochange nochange up down up 2 6 8
pert_236575 down nochange nochange down down down down nochange nochange up down down nochange 1 7 8
pert_236585 down nochange nochange down down down down nochange nochange up nochange down up 2 6 8
pert_236611 down nochange nochange down down down down nochange up down nochange down nochange 1 7 8
pert_236629 down nochange nochange down down down down nochange up nochange down down nochange 1 7 8
pert_236639 down nochange nochange down down down down nochange up nochange nochange down up 2 6 8
pert_236665 down nochange nochange down down down down nochange up up nochange down nochange 2 6 8
pert_236935 down nochange nochange down down down nochange down down down nochange down nochange 0 8 8
pert_236953 down nochange nochange down down down nochange down down nochange down down nochange 0 8 8
pert_236961 down nochange nochange down down down nochange down down nochange nochange down down 0 8 8
pert_236963 down nochange nochange down down down nochange down down nochange nochange down up 1 7 8
pert_236971 down nochange nochange down down down nochange down down nochange up down nochange 1 7 8
pert_236989 down nochange nochange down down down nochange down down up nochange down nochange 1 7 8
pert_237007 down nochange nochange down down down nochange down nochange down down down nochange 0 8 8
pert_237015 down nochange nochange down down down nochange down nochange down nochange down down 0 8 8
pert_237017 down nochange nochange down down down nochange down nochange down nochange down up 1 7 8
pert_237025 down nochange nochange down down down nochange down nochange down up down nochange 1 7 8
pert_237033 down nochange nochange down down down nochange down nochange nochange down down down 0 8 8
pert_237035 down nochange nochange down down down nochange down nochange nochange down down up 1 7 8
pert_237051 down nochange nochange down down down nochange down nochange nochange up down down 1 7 8
pert_237053 down nochange nochange down down down nochange down nochange nochange up down up 2 6 8
pert_237061 down nochange nochange down down down nochange down nochange up down down nochange 1 7 8
pert_237069 down nochange nochange down down down nochange down nochange up nochange down down 1 7 8
pert_237071 down nochange nochange down down down nochange down nochange up nochange down up 2 6 8
pert_237079 down nochange nochange down down down nochange down nochange up up down nochange 2 6 8
pert_237097 down nochange nochange down down down nochange down up down nochange down nochange 1 7 8
pert_237115 down nochange nochange down down down nochange down up nochange down down nochange 1 7 8
pert_237123 down nochange nochange down down down nochange down up nochange nochange down down 1 7 8
pert_237125 down nochange nochange down down down nochange down up nochange nochange down up 2 6 8
pert_237133 down nochange nochange down down down nochange down up nochange up down nochange 2 6 8
pert_237151 down nochange nochange down down down nochange down up up nochange down nochange 2 6 8
pert_237169 down nochange nochange down down down nochange nochange down down down down nochange 0 8 8
pert_237177 down nochange nochange down down down nochange nochange down down nochange down down 0 8 8
pert_237179 down nochange nochange down down down nochange nochange down down nochange down up 1 7 8
pert_237187 down nochange nochange down down down nochange nochange down down up down nochange 1 7 8
pert_237195 down nochange nochange down down down nochange nochange down nochange down down down 0 8 8
pert_237197 down nochange nochange down down down nochange nochange down nochange down down up 1 7 8
pert_237213 down nochange nochange down down down nochange nochange down nochange up down down 1 7 8
pert_237215 down nochange nochange down down down nochange nochange down nochange up down up 2 6 8
pert_237223 down nochange nochange down down down nochange nochange down up down down nochange 1 7 8
pert_237231 down nochange nochange down down down nochange nochange down up nochange down down 1 7 8
pert_237233 down nochange nochange down down down nochange nochange down up nochange down up 2 6 8
pert_237241 down nochange nochange down down down nochange nochange down up up down nochange 2 6 8
pert_237249 down nochange nochange down down down nochange nochange nochange down down down down 0 8 8
pert_237251 down nochange nochange down down down nochange nochange nochange down down down up 1 7 8
pert_237267 down nochange nochange down down down nochange nochange nochange down up down down 1 7 8
pert_237269 down nochange nochange down down down nochange nochange nochange down up down up 2 6 8
pert_237303 down nochange nochange down down down nochange nochange nochange up down down down 1 7 8
pert_237305 down nochange nochange down down down nochange nochange nochange up down down up 2 6 8
pert_237321 down nochange nochange down down down nochange nochange nochange up up down down 2 6 8
pert_237323 down nochange nochange down down down nochange nochange nochange up up down up 3 5 8
pert_237331 down nochange nochange down down down nochange nochange up down down down nochange 1 7 8
pert_237339 down nochange nochange down down down nochange nochange up down nochange down down 1 7 8
pert_237341 down nochange nochange down down down nochange nochange up down nochange down up 2 6 8
pert_237349 down nochange nochange down down down nochange nochange up down up down nochange 2 6 8
pert_237357 down nochange nochange down down down nochange nochange up nochange down down down 1 7 8
pert_237359 down nochange nochange down down down nochange nochange up nochange down down up 2 6 8
pert_237377 down nochange nochange down down down nochange nochange up nochange up down up 3 5 8
pert_237385 down nochange nochange down down down nochange nochange up up down down nochange 2 6 8
pert_237393 down nochange nochange down down down nochange nochange up up nochange down down 2 6 8
pert_237395 down nochange nochange down down down nochange nochange up up nochange down up 3 5 8
pert_237403 down nochange nochange down down down nochange nochange up up up down nochange 3 5 8
pert_238393 down nochange nochange down down nochange down down down down nochange down nochange 0 8 8
pert_238411 down nochange nochange down down nochange down down down nochange down down nochange 0 8 8
pert_238421 down nochange nochange down down nochange down down down nochange nochange down up 1 7 8
pert_238447 down nochange nochange down down nochange down down down up nochange down nochange 1 7 8
pert_238465 down nochange nochange down down nochange down down nochange down down down nochange 0 8 8
pert_238475 down nochange nochange down down nochange down down nochange down nochange down up 1 7 8
pert_238493 down nochange nochange down down nochange down down nochange nochange down down up 1 7 8
pert_238511 down nochange nochange down down nochange down down nochange nochange up down up 2 6 8
pert_238519 down nochange nochange down down nochange down down nochange up down down nochange 1 7 8
pert_238529 down nochange nochange down down nochange down down nochange up nochange down up 2 6 8
pert_238555 down nochange nochange down down nochange down down up down nochange down nochange 1 7 8
pert_238573 down nochange nochange down down nochange down down up nochange down down nochange 1 7 8
pert_238583 down nochange nochange down down nochange down down up nochange nochange down up 2 6 8
pert_238609 down nochange nochange down down nochange down down up up nochange down nochange 2 6 8
pert_238627 down nochange nochange down down nochange down nochange down down down down nochange 0 8 8
pert_238637 down nochange nochange down down nochange down nochange down down nochange down up 1 7 8
pert_238655 down nochange nochange down down nochange down nochange down nochange down down up 1 7 8
pert_238673 down nochange nochange down down nochange down nochange down nochange up down up 2 6 8
pert_238681 down nochange nochange down down nochange down nochange down up down down nochange 1 7 8
pert_238691 down nochange nochange down down nochange down nochange down up nochange down up 2 6 8
pert_238709 down nochange nochange down down nochange down nochange nochange down down down up 1 7 8
pert_238727 down nochange nochange down down nochange down nochange nochange down up down up 2 6 8
pert_238763 down nochange nochange down down nochange down nochange nochange up down down up 2 6 8
pert_238781 down nochange nochange down down nochange down nochange nochange up up down up 3 5 8
pert_238789 down nochange nochange down down nochange down nochange up down down down nochange 1 7 8
pert_238799 down nochange nochange down down nochange down nochange up down nochange down up 2 6 8
pert_238817 down nochange nochange down down nochange down nochange up nochange down down up 2 6 8
pert_238835 down nochange nochange down down nochange down nochange up nochange up down up 3 5 8
pert_238843 down nochange nochange down down nochange down nochange up up down down nochange 2 6 8
pert_238853 down nochange nochange down down nochange down nochange up up nochange down up 3 5 8
pert_239113 down nochange nochange down down nochange nochange down down down down down nochange 0 8 8
pert_239121 down nochange nochange down down nochange nochange down down down nochange down down 0 8 8
pert_239123 down nochange nochange down down nochange nochange down down down nochange down up 1 7 8
pert_239131 down nochange nochange down down nochange nochange down down down up down nochange 1 7 8
pert_239139 down nochange nochange down down nochange nochange down down nochange down down down 0 8 8
pert_239141 down nochange nochange down down nochange nochange down down nochange down down up 1 7 8
pert_239159 down nochange nochange down down nochange nochange down down nochange up down up 2 6 8
pert_239167 down nochange nochange down down nochange nochange down down up down down nochange 1 7 8
pert_239175 down nochange nochange down down nochange nochange down down up nochange down down 1 7 8
pert_239177 down nochange nochange down down nochange nochange down down up nochange down up 2 6 8
pert_239185 down nochange nochange down down nochange nochange down down up up down nochange 2 6 8
pert_239193 down nochange nochange down down nochange nochange down nochange down down down down 0 8 8
pert_239195 down nochange nochange down down nochange nochange down nochange down down down up 1 7 8
pert_239213 down nochange nochange down down nochange nochange down nochange down up down up 2 6 8
pert_239247 down nochange nochange down down nochange nochange down nochange up down down down 1 7 8
pert_239249 down nochange nochange down down nochange nochange down nochange up down down up 2 6 8
pert_239267 down nochange nochange down down nochange nochange down nochange up up down up 3 5 8
pert_239275 down nochange nochange down down nochange nochange down up down down down nochange 1 7 8
pert_239285 down nochange nochange down down nochange nochange down up down nochange down up 2 6 8
pert_239293 down nochange nochange down down nochange nochange down up down up down nochange 2 6 8
pert_239303 down nochange nochange down down nochange nochange down up nochange down down up 2 6 8
pert_239321 down nochange nochange down down nochange nochange down up nochange up down up 3 5 8
pert_239329 down nochange nochange down down nochange nochange down up up down down nochange 2 6 8
pert_239339 down nochange nochange down down nochange nochange down up up nochange down up 3 5 8
pert_239347 down nochange nochange down down nochange nochange down up up up down nochange 3 5 8
pert_239355 down nochange nochange down down nochange nochange nochange down down down down down 0 8 8
pert_239357 down nochange nochange down down nochange nochange nochange down down down down up 1 7 8
pert_239375 down nochange nochange down down nochange nochange nochange down down up down up 2 6 8
pert_239409 down nochange nochange down down nochange nochange nochange down up down down down 1 7 8
pert_239411 down nochange nochange down down nochange nochange nochange down up down down up 2 6 8
pert_239429 down nochange nochange down down nochange nochange nochange down up up down up 3 5 8
pert_239517 down nochange nochange down down nochange nochange nochange up down down down down 1 7 8
pert_239519 down nochange nochange down down nochange nochange nochange up down down down up 2 6 8
pert_239537 down nochange nochange down down nochange nochange nochange up down up down up 3 5 8
pert_239573 down nochange nochange down down nochange nochange nochange up up down down up 3 5 8
pert_239591 down nochange nochange down down nochange nochange nochange up up up down up 4 4 8
pert_242767 down nochange nochange down nochange down down down down down nochange down nochange 0 8 8
pert_242785 down nochange nochange down nochange down down down down nochange down down nochange 0 8 8
pert_242795 down nochange nochange down nochange down down down down nochange nochange down up 1 7 8
pert_242821 down nochange nochange down nochange down down down down up nochange down nochange 1 7 8
pert_242839 down nochange nochange down nochange down down down nochange down down down nochange 0 8 8
pert_242849 down nochange nochange down nochange down down down nochange down nochange down up 1 7 8
pert_242867 down nochange nochange down nochange down down down nochange nochange down down up 1 7 8
pert_242885 down nochange nochange down nochange down down down nochange nochange up down up 2 6 8
pert_242893 down nochange nochange down nochange down down down nochange up down down nochange 1 7 8
pert_242903 down nochange nochange down nochange down down down nochange up nochange down up 2 6 8
pert_242929 down nochange nochange down nochange down down down up down nochange down nochange 1 7 8
pert_242947 down nochange nochange down nochange down down down up nochange down down nochange 1 7 8
pert_242957 down nochange nochange down nochange down down down up nochange nochange down up 2 6 8
pert_242983 down nochange nochange down nochange down down down up up nochange down nochange 2 6 8
pert_243001 down nochange nochange down nochange down down nochange down down down down nochange 0 8 8
pert_243055 down nochange nochange down nochange down down nochange down up down down nochange 1 7 8
pert_243163 down nochange nochange down nochange down down nochange up down down down nochange 1 7 8
pert_243217 down nochange nochange down nochange down down nochange up up down down nochange 2 6 8
pert_243487 down nochange nochange down nochange down nochange down down down down down nochange 0 8 8
pert_243495 down nochange nochange down nochange down nochange down down down nochange down down 0 8 8
pert_243497 down nochange nochange down nochange down nochange down down down nochange down up 1 7 8
pert_243505 down nochange nochange down nochange down nochange down down down up down nochange 1 7 8
pert_243513 down nochange nochange down nochange down nochange down down nochange down down down 0 8 8
pert_243515 down nochange nochange down nochange down nochange down down nochange down down up 1 7 8
pert_243531 down nochange nochange down nochange down nochange down down nochange up down down 1 7 8
pert_243533 down nochange nochange down nochange down nochange down down nochange up down up 2 6 8
pert_243541 down nochange nochange down nochange down nochange down down up down down nochange 1 7 8
pert_243549 down nochange nochange down nochange down nochange down down up nochange down down 1 7 8
pert_243551 down nochange nochange down nochange down nochange down down up nochange down up 2 6 8
pert_243559 down nochange nochange down nochange down nochange down down up up down nochange 2 6 8
pert_243567 down nochange nochange down nochange down nochange down nochange down down down down 0 8 8
pert_243569 down nochange nochange down nochange down nochange down nochange down down down up 1 7 8
pert_243585 down nochange nochange down nochange down nochange down nochange down up down down 1 7 8
pert_243587 down nochange nochange down nochange down nochange down nochange down up down up 2 6 8
pert_243621 down nochange nochange down nochange down nochange down nochange up down down down 1 7 8
pert_243623 down nochange nochange down nochange down nochange down nochange up down down up 2 6 8
pert_243639 down nochange nochange down nochange down nochange down nochange up up down down 2 6 8
pert_243641 down nochange nochange down nochange down nochange down nochange up up down up 3 5 8
pert_243659 down nochange nochange down nochange down nochange down up down nochange down up 2 6 8
pert_243667 down nochange nochange down nochange down nochange down up down up down nochange 2 6 8
pert_243677 down nochange nochange down nochange down nochange down up nochange down down up 2 6 8
pert_243695 down nochange nochange down nochange down nochange down up nochange up down up 3 5 8
pert_243713 down nochange nochange down nochange down nochange down up up nochange down up 3 5 8
pert_243721 down nochange nochange down nochange down nochange down up up up down nochange 3 5 8
pert_243729 down nochange nochange down nochange down nochange nochange down down down down down 0 8 8
pert_243747 down nochange nochange down nochange down nochange nochange down down up down down 1 7 8
pert_243783 down nochange nochange down nochange down nochange nochange down up down down down 1 7 8
pert_243801 down nochange nochange down nochange down nochange nochange down up up down down 2 6 8
pert_244945 down nochange nochange down nochange nochange down down down down down down nochange 0 8 8
pert_244955 down nochange nochange down nochange nochange down down down down nochange down up 1 7 8
pert_244973 down nochange nochange down nochange nochange down down down nochange down down up 1 7 8
pert_244991 down nochange nochange down nochange nochange down down down nochange up down up 2 6 8
pert_244999 down nochange nochange down nochange nochange down down down up down down nochange 1 7 8
pert_245009 down nochange nochange down nochange nochange down down down up nochange down up 2 6 8
pert_245027 down nochange nochange down nochange nochange down down nochange down down down up 1 7 8
pert_245045 down nochange nochange down nochange nochange down down nochange down up down up 2 6 8
pert_245081 down nochange nochange down nochange nochange down down nochange up down down up 2 6 8
pert_245099 down nochange nochange down nochange nochange down down nochange up up down up 3 5 8
pert_245107 down nochange nochange down nochange nochange down down up down down down nochange 1 7 8
pert_245117 down nochange nochange down nochange nochange down down up down nochange down up 2 6 8
pert_245135 down nochange nochange down nochange nochange down down up nochange down down up 2 6 8
pert_245153 down nochange nochange down nochange nochange down down up nochange up down up 3 5 8
pert_245161 down nochange nochange down nochange nochange down down up up down down nochange 2 6 8
pert_245171 down nochange nochange down nochange nochange down down up up nochange down up 3 5 8
pert_245189 down nochange nochange down nochange nochange down nochange down down down down up 1 7 8
pert_245207 down nochange nochange down nochange nochange down nochange down down up down up 2 6 8
pert_245243 down nochange nochange down nochange nochange down nochange down up down down up 2 6 8
pert_245261 down nochange nochange down nochange nochange down nochange down up up down up 3 5 8
pert_245351 down nochange nochange down nochange nochange down nochange up down down down up 2 6 8
pert_245369 down nochange nochange down nochange nochange down nochange up down up down up 3 5 8
pert_245405 down nochange nochange down nochange nochange down nochange up up down down up 3 5 8
pert_245423 down nochange nochange down nochange nochange down nochange up up up down up 4 4 8
pert_245673 down nochange nochange down nochange nochange nochange down down down down down down 0 8 8
pert_245675 down nochange nochange down nochange nochange nochange down down down down down up 1 7 8
pert_245693 down nochange nochange down nochange nochange nochange down down down up down up 2 6 8
pert_245727 down nochange nochange down nochange nochange nochange down down up down down down 1 7 8
pert_245729 down nochange nochange down nochange nochange nochange down down up down down up 2 6 8
pert_245747 down nochange nochange down nochange nochange nochange down down up up down up 3 5 8
pert_245837 down nochange nochange down nochange nochange nochange down up down down down up 2 6 8
pert_245855 down nochange nochange down nochange nochange nochange down up down up down up 3 5 8
pert_245891 down nochange nochange down nochange nochange nochange down up up down down up 3 5 8
pert_245909 down nochange nochange down nochange nochange nochange down up up up down up 4 4 8
pert_255889 down nochange nochange nochange down down down down down down nochange down nochange 0 8 8
pert_255907 down nochange nochange nochange down down down down down nochange down down nochange 0 8 8
pert_255915 down nochange nochange nochange down down down down down nochange nochange down down 0 8 8
pert_255917 down nochange nochange nochange down down down down down nochange nochange down up 1 7 8
pert_255925 down nochange nochange nochange down down down down down nochange up down nochange 1 7 8
pert_255943 down nochange nochange nochange down down down down down up nochange down nochange 1 7 8
pert_255961 down nochange nochange nochange down down down down nochange down down down nochange 0 8 8
pert_255969 down nochange nochange nochange down down down down nochange down nochange down down 0 8 8
pert_255971 down nochange nochange nochange down down down down nochange down nochange down up 1 7 8
pert_255979 down nochange nochange nochange down down down down nochange down up down nochange 1 7 8
pert_255987 down nochange nochange nochange down down down down nochange nochange down down down 0 8 8
pert_255989 down nochange nochange nochange down down down down nochange nochange down down up 1 7 8
pert_256005 down nochange nochange nochange down down down down nochange nochange up down down 1 7 8
pert_256007 down nochange nochange nochange down down down down nochange nochange up down up 2 6 8
pert_256015 down nochange nochange nochange down down down down nochange up down down nochange 1 7 8
pert_256023 down nochange nochange nochange down down down down nochange up nochange down down 1 7 8
pert_256025 down nochange nochange nochange down down down down nochange up nochange down up 2 6 8
pert_256033 down nochange nochange nochange down down down down nochange up up down nochange 2 6 8
pert_256051 down nochange nochange nochange down down down down up down nochange down nochange 1 7 8
pert_256069 down nochange nochange nochange down down down down up nochange down down nochange 1 7 8
pert_256079 down nochange nochange nochange down down down down up nochange nochange down up 2 6 8
pert_256105 down nochange nochange nochange down down down down up up nochange down nochange 2 6 8
pert_256123 down nochange nochange nochange down down down nochange down down down down nochange 0 8 8
pert_256131 down nochange nochange nochange down down down nochange down down nochange down down 0 8 8
pert_256133 down nochange nochange nochange down down down nochange down down nochange down up 1 7 8
pert_256141 down nochange nochange nochange down down down nochange down down up down nochange 1 7 8
pert_256149 down nochange nochange nochange down down down nochange down nochange down down down 0 8 8
pert_256151 down nochange nochange nochange down down down nochange down nochange down down up 1 7 8
pert_256167 down nochange nochange nochange down down down nochange down nochange up down down 1 7 8
pert_256169 down nochange nochange nochange down down down nochange down nochange up down up 2 6 8
pert_256177 down nochange nochange nochange down down down nochange down up down down nochange 1 7 8
pert_256185 down nochange nochange nochange down down down nochange down up nochange down down 1 7 8
pert_256187 down nochange nochange nochange down down down nochange down up nochange down up 2 6 8
pert_256195 down nochange nochange nochange down down down nochange down up up down nochange 2 6 8
pert_256203 down nochange nochange nochange down down down nochange nochange down down down down 0 8 8
pert_256205 down nochange nochange nochange down down down nochange nochange down down down up 1 7 8
pert_256221 down nochange nochange nochange down down down nochange nochange down up down down 1 7 8
pert_256223 down nochange nochange nochange down down down nochange nochange down up down up 2 6 8
pert_256257 down nochange nochange nochange down down down nochange nochange up down down down 1 7 8
pert_256259 down nochange nochange nochange down down down nochange nochange up down down up 2 6 8
pert_256275 down nochange nochange nochange down down down nochange nochange up up down down 2 6 8
pert_256277 down nochange nochange nochange down down down nochange nochange up up down up 3 5 8
pert_256285 down nochange nochange nochange down down down nochange up down down down nochange 1 7 8
pert_256295 down nochange nochange nochange down down down nochange up down nochange down up 2 6 8
pert_256313 down nochange nochange nochange down down down nochange up nochange down down up 2 6 8
pert_256331 down nochange nochange nochange down down down nochange up nochange up down up 3 5 8
pert_256339 down nochange nochange nochange down down down nochange up up down down nochange 2 6 8
pert_256349 down nochange nochange nochange down down down nochange up up nochange down up 3 5 8
pert_256609 down nochange nochange nochange down down nochange down down down down down nochange 0 8 8
pert_256617 down nochange nochange nochange down down nochange down down down nochange down down 0 8 8
pert_256619 down nochange nochange nochange down down nochange down down down nochange down up 1 7 8
pert_256627 down nochange nochange nochange down down nochange down down down up down nochange 1 7 8
pert_256635 down nochange nochange nochange down down nochange down down nochange down down down 0 8 8
pert_256637 down nochange nochange nochange down down nochange down down nochange down down up 1 7 8
pert_256653 down nochange nochange nochange down down nochange down down nochange up down down 1 7 8
pert_256655 down nochange nochange nochange down down nochange down down nochange up down up 2 6 8
pert_256663 down nochange nochange nochange down down nochange down down up down down nochange 1 7 8
pert_256671 down nochange nochange nochange down down nochange down down up nochange down down 1 7 8
pert_256673 down nochange nochange nochange down down nochange down down up nochange down up 2 6 8
pert_256681 down nochange nochange nochange down down nochange down down up up down nochange 2 6 8
pert_256689 down nochange nochange nochange down down nochange down nochange down down down down 0 8 8
pert_256691 down nochange nochange nochange down down nochange down nochange down down down up 1 7 8
pert_256707 down nochange nochange nochange down down nochange down nochange down up down down 1 7 8
pert_256709 down nochange nochange nochange down down nochange down nochange down up down up 2 6 8
pert_256743 down nochange nochange nochange down down nochange down nochange up down down down 1 7 8
pert_256745 down nochange nochange nochange down down nochange down nochange up down down up 2 6 8
pert_256761 down nochange nochange nochange down down nochange down nochange up up down down 2 6 8
pert_256763 down nochange nochange nochange down down nochange down nochange up up down up 3 5 8
pert_256771 down nochange nochange nochange down down nochange down up down down down nochange 1 7 8
pert_256779 down nochange nochange nochange down down nochange down up down nochange down down 1 7 8
pert_256781 down nochange nochange nochange down down nochange down up down nochange down up 2 6 8
pert_256789 down nochange nochange nochange down down nochange down up down up down nochange 2 6 8
pert_256799 down nochange nochange nochange down down nochange down up nochange down down up 2 6 8
pert_256817 down nochange nochange nochange down down nochange down up nochange up down up 3 5 8
pert_256825 down nochange nochange nochange down down nochange down up up down down nochange 2 6 8
pert_256835 down nochange nochange nochange down down nochange down up up nochange down up 3 5 8
pert_256843 down nochange nochange nochange down down nochange down up up up down nochange 3 5 8
pert_256851 down nochange nochange nochange down down nochange nochange down down down down down 0 8 8
pert_256853 down nochange nochange nochange down down nochange nochange down down down down up 1 7 8
pert_256869 down nochange nochange nochange down down nochange nochange down down up down down 1 7 8
pert_256871 down nochange nochange nochange down down nochange nochange down down up down up 2 6 8
pert_256905 down nochange nochange nochange down down nochange nochange down up down down down 1 7 8
pert_256907 down nochange nochange nochange down down nochange nochange down up down down up 2 6 8
pert_256923 down nochange nochange nochange down down nochange nochange down up up down down 2 6 8
